,Comentario,Score
125,"El personal fue muy amable pero la higiene en la habitación fue pésima, el pie de cama estaba lleno de cabellos, las sábanas y toallas estaban manchadas y la limpieza en general fue pesima y el agua caliente tampoco alcanzó la temperatura suficiente",1
126,"Sucio todo el cuarto mucha tierra y papeles sucios en el baño, yo recién operada de mis ojos y todavía la sra de limpieza barre el cuarto estando yo adentro, al final no me quede a dormir ahí y no quisieron rembolsar el dinero",1
127,"Muy mal servicio, alfombra muy vieja al igual que las toallas. Toda la noche se escuchó una bomba de agua trabajando. En recepción no contestaron en varias ocasiones que intenté comunicarme. ningún control remoto funcionó con la televisión.",2
128,"Servicio, limpieza, confort, instalaciones; todo muy mal. Entendible que las instalaciones sean viejas, pero es inaceptable el nivel de suciedad: uniformes sucios, toallas y sábanas manchadas, piso con basura, cuadros chuecos, todo súper polvoso, jabón abierto. El cuarto olía a humedad y las camas a polvo. La atención en recepción malísima: mal trato, malos modos, descorteses, atendiendo viendo el celular y echando relajo entre ellos. Algo bueno: cuidan el agua, la ubicación y el diseño del empaque de los Jaboncitos y las plumas.",2
129,"Sobré vendieron el hotel Fiesta inn express y me enviaron al hotel misión, la verdad es que la atención de Uriel Cristóbal fue excelente! El hotel está bien y la atención fue buena al momento de la recepción",5
130,"El hotel se encuentra muy bien ubicado en el centro de la ciudad de Monterrey, sin embargo, yo no lo recomendaría, principalmente porque los blancos (sábanas, toallas) se encuentran en malas condiciones ya que son muy viejos y percudidos; además, la habitación da una sensación de descuido y, al menos en la que se nos asignó, el lavabo olía a cañería. El restaurante no cuenta con servicio de comida a la carta (al menos el sábado 22 de febrero, que fue cuando estuve hospedado) y únicamente ofrecen un buffet escaso con alimentos de mediana calidad. No probamos los desayunos ni cenas, por lo que en ese sentido no puedo opinar.",3
131,"Me gusto este hotel por la cercanía al juzgado , recibiendo una agradable atención por parte de Uriel Cristobal de recepción , que supo cono guiarne al juzgado , conoce muy bien los lugares cercanos agradezco su atención recibido",5
132,"Mala experiencia por la falta de higiene en las habitaciones , instalaciones muy viejas específicamente la alfombra y ropa de cama , el costo de la habitación no va con la calidad es demasiado alto y por eso pensé que era un buen hotel .",2
133,"Demasiadas cosas malas como para escribirlas en 200 caracteres, de las peores experiencias como hotel en los que he estado. No lo recomendaría. Sin luz cortes de agua, sábanas y baño sucio, abren la puerta desde muy temprano, sumamente molesto con todo el servicio.",1
134,"La ubicación del Hotel es excelente, pero al llegar al registro, me comunican que no habia elevador, subi al piso 8 y ohh. sorpresa no habia luz en la habitación, el clima no prendia no podia cargar mi celular, no habia intenet. hable por telefono y me comenta la de recepción que era una flla y que quedaria por la tarde noche el problema. Llego la noche hasta la madrugada que se prendieron todas las luces, aun asi en la mañana, al querer bañarme solo agua fria, me bañe asi. baje molesto y al hacer el check out, si le comente al recepcionista que me iba muy decepcionado del Hotel ya que nunca me comunicaron en forma clara el problema. Se pago por un servicio que no dieron. En noviembre tambien tuve problemas con el aire acondicionado que no servia y me cambiaron 3 veces de",2
135,"El hotel impecable, las sábanas limpias, así como las toallas; la habitación cuidada en todos los detalles; estuve hospedada en el noveno piso y me tocó una vista espectacular del cerro de la silla. La comida del restaurante muy sabrosa! Algo que me sorprendió y me agradó mucho: el elevador tiene un dispensador de aromatizante y siempre que me subía olía muy rico. En conclusión, me volveré a hospedar, tiene una ubicación centrica con diversos medios de transporte. ¡Muchas gracias por hacer tan agradable mi estancia de 3 días!",5
136,"Hubo varios problemas y nadie nos dió respuesta, todo el hotel sin luz y sin agua caliente, el personal no ofrecía solución alguna y el gerente nunca apareció, el restaurante estaba cerrado. Es increíble que un hotel de esta cadena no tenga un protocolo para resolver una situación así, y lo peor tampoco contestan el teléfono, estoy esperando una factura y solo me mantienen en espera y cuelgan. Es la peor experiencia que he tenido en un hotel",1
137,"En esta ocasión llegué a este Hotel con la idea de pasear, ya que la ubicación es excelente, sin embargo, las condiciones de limpieza dejan mucho que desear, incluso con presencia de fauna nociva en el baño y corredores, a pesar de quejarme en la administración, ni siquiera realizaron el aseo de la habitación. No creo que sea un hecho aislado, ya que las sábanas y las toallas se encuentran percudidas, en definitiva, busca otra opción.",2
138,"La ubicacion del hotel es muy buena y el restaurante tambien cuenta con lo necesario para un buen desayuno, comida o cena, lo que no es bueno es la atencion del personal en recepción, es la segunda ocasion que me pasa. Los sanitarios tambien sucios, sobretodo el lavabo con moho. Sugiero capacitar al personal de recepcion, para mejorar la atencion al cliente.",3
139,"Jazmin,katia,camarista graciela,y el joven alejandro.....exelentes persona...nos atendieron super bien...nos sacaban de cualquier duda...y gracias a ellos conocimos muchos recorridos muy cerca de ese hotel....tengan mas personas como ellos y seguiran creciendo",5
140,Mala la vdd las camas sucias nunca se cambiaron había pelo y labial el agua sale fría no me hacían caso huele a humedad mal mal mal el internet casi no llega y se va muy seguido afortunadamente tengo datos,1
141,Me gusto mmucho el Hotel esta excelente me comunica muy bien con los establecimientos que. Busco El Joven Uriel Cristóbal Excelente persona muy atento y me orienti excelente Co nocimos paseo Sta Lucia muy agradable recirrido tienen excelentes Museos y muy buenaslibrerias,5
142,Me siento muy contento en el hotel todo muy agradable las habitación amplia limpia gracias a la camarista Adriana que en todo momento se mostró muy amable el hotel tiene centros comerciales muy cercanos para visitar,4
143,Buen día muy bien atendidos gracias x la limpieza de la habitación todo muy bien la comida excelente gracias ala sita adriana x sus atenciones y al personal de recepción todo muy bien gracias a todos volveremos,5
144,"Excelente trato por parte del area de recepcion, la señorita kathia fue muy amable y el desayuno bufette muy rico. Cuenta con todos los servicios y cuenta con buen ambiente familiar. Me encanto esta visita esta muy bien ubicado cercano a zonas que visitar.",5
145,"Desidimos regresar al hotel por el servicio y la buena atención del personal, felicito al recepcionista uriel Cristóbal por su amabilidad,es un hotel muy limpio que en lo absoluto recomendamos ,este hotel será nuestra única opción cuando estemos en mty",5
146,"Es cómodo y limpio y para el motivo de mi visita de muy fácil acceso, sin embargo requiere remodelacion ya que se ven las habitaciones deterioradas y viejas, uno de los ascensores esta ya muy viejo, algunas paredes cuarteadas el precio esta dentro del rango de otros mejores, las fotos como siempre solo muestran lo mejor... no más de una noche",3
147,"Habitaciones amplias y buen servicio, además con una ubicación inmejorable con negocios y restaurantes cercas. El check in y check out súper rápido y en general las condiciones de la habitación son buenas.",4
148,Muy buenas condiciones y buena atencion de parte del recepcionista Uriel Cristóbal además zona céntrica y cuenta con estacionamiento y un buen restaurante y las habitaciones muy limpias y en buen estado,5
149,"El personal me brindó una excelente atención desde la llegada, los meseros y camaristas muy amables y atentos a cada solicitud que resolvieron de forma inmediata. Gracias a todo el equipo, nos vemos muy pronto !",5
150,"El cuarto no tiene mantenimiento está muy sucio, las toallas amarillas de percudidas, en pocas palabras salí muy decepcionado del hotel, y según es de 4 estrellas y no es nada barato no puedo opinar nada más.",1
151,"La recamara y las sábanas olían mal y estaban sucias, el baño muy rústico, había una cucaracha. El servicio del restaurante fuen pésimo. No tenían alimentos comunes quenfueron solicitados y el bufete estaba de poca calidad.",2
152,"Excelente ubicación muy buen servicio, recomendable para estancia de placer o negocio. Muy buen trato por el sr. Uriel Cristóbal de recepción conocen muy bien la zona. Sitios cercanos paseo santa Lucía, Marco plaza. El lugar es muy limpio y reco portable",5
153,"Excelente ubicación, buen almuerzo a buen precio, en recepción muy atentos el cuarto eata bien esta pequeño pero muy acogedor, y con lo básico para una buena estancia, las camas super muy cómodas, Tuve un detalle con la limpieza, no se hizo adecuadamente",4
154,"Excelente opción!!! Lo recomiendo!! Excelente atención de uriel Cristóbal!!! Estuve comparando y al verlo no me lo esperaba. Cuenta con estacionamiento seguro, muy céntrico para salir a pasear y visitar a los amigos regios!!!",5
155,"El personal que recibía en recepción parecía cansado ya que no se veían amables o cordiales al recibir, el baño sucio y lleno de sarro. Considero que deben mejorar la atención y cambiar los blancos, el control estaba roto y no lo cambiaron, no tenía el botón de volumen, para subir o bajarlo teníamos que levantarnos, se encendió la tv sola a las 5am, como que alguien quiso hacer una broma, deberían revisar esto junto a la limpieza de los blancos.",2
156,Hotel agradable el lovi limpio en recepción muy atentos la habitación muy limpia gracias a la camarista ala sta adriana muy amable y muy atenta en su trabajo. lo recomiendo volveremos a este hotel muchas gracias,4
157,"Hotel en muy malas condiciones, desde que entras huele a hotel viejo, los blancos muy percudidos, componentes de la habitación igual viejos, baños horribles, el restaurante con alimentos de mal aspecto, el precio de la habitación es alto para lo que ofrece, mucho ruido del personal de albercga, en general ens una burla ya que está caro $1100 por habitación de condiciones deplorables",2
